"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년 학급수","1학년 학생수","1학년 학급당 학생수","2학년 학급수","2학년 학생수","2학년 학급당 학생수","3학년 학급수","3학년 학생수","3학년 학급당 학생수","4학년 학급수","4학년 학생수","4학년 학급당 학생수","5학년 학급수","5학년 학생수","5학년 학급당 학생수","6학년 학급수","6학년 학생수","6학년 학급당 학생수","특수학급 학급수","특수학급 학생수","특수학급 학급당 학생수","순회학급 학급수","순회학급 학생수","순회학급 학급당 학생수","학급수(계)","학생수(계)","학급당 학생수(계)","교사수","수업교원 1인당 학생수"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001213","대전계산초등학교","02","공립","N","","5","103","20.6","5","109","21.8","6","133","22.2","6","134","22.3","5","123","24.6","5","111","22.2","1","7","7","0","0","0","33","720","21.8","38","18.9"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001216","대전상원초등학교","02","공립","N","","4","93","23.3","6","130","21.7","5","132","26.4","7","166","23.7","6","144","24","6","132","22","0","0","0","0","0","0","34","797","23.4","44","18.1"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001224","대전원신흥초등학교","02","공립","N","","3","40","13.3","3","37","12.3","3","48","16","4","50","12.5","3","42","14","3","48","16","3","14","4.7","0","0","0","22","279","12.7","26","10.7"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060001225","대전도안초등학교","02","공립","N","","6","125","20.8","7","149","21.3","7","174","24.9","8","200","25","7","167","23.9","8","183","22.9","2","11","5.5","0","0","0","45","1009","22.4","52","19.4"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060001306","대전도솔초등학교","02","공립","N","","7","167","23.9","8","196","24.5","8","211","26.4","9","221","24.6","8","207","25.9","9","219","24.3","1","5","5","0","0","0","50","1226","24.5","60","20.4"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001308","대전새미래초등학교","02","공립","N","","6","129","21.5","7","176","25.1","8","176","22","7","166","23.7","8","200","25","6","145","24.2","2","8","4","0","0","0","44","1000","22.7","51","19.6"
"대전광역시교육청","대전광역시동부교육지원청","대전광역시 대덕구","S060001312","대전새여울초등학교","02","공립","N","","6","136","22.7","6","139","23.2","8","178","22.3","7","181","25.9","7","166","23.7","8","183","22.9","1","6","6","0","0","0","43","989","23","53","18.7"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001325","대전죽동초등학교","02","공립","N","","6","131","21.8","7","167","23.9","7","143","20.4","7","156","22.3","5","124","24.8","4","94","23.5","2","14","7","0","0","0","38","829","21.8","45","18.4"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060001334","대전선유초등학교","02","공립","N","","5","113","22.6","7","161","23","7","161","23","7","164","23.4","7","161","23","6","137","22.8","2","9","4.5","0","0","0","41","906","22.1","51","17.8"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001374","대전원신흥초등학교복용분교장","02","공립","N","","5","113","22.6","4","65","16.3","3","47","15.7","3","47","15.7","3","47","15.7","2","29","14.5","0","0","0","0","0","0","20","348","17.4","24","14.5"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 서구","S060001377","대전호수초등학교","02","공립","N","","6","141","23.5","8","189","23.6","7","170","24.3","7","173","24.7","6","121","20.2","6","132","22","2","12","6","0","0","0","42","938","22.3","49","19.1"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001381","대전복용초등학교","02","공립","N","","6","129","21.5","6","148","24.7","6","121","20.2","6","137","22.8","5","114","22.8","5","92","18.4","2","9","4.5","0","0","0","36","750","20.8","43","17.4"
"대전광역시교육청","대전광역시서부교육지원청","대전광역시 유성구","S060001383","대전둔곡초등학교","02","공립","N","","4","84","21","4","76","19","3","73","24.3","3","52","17.3","3","52","17.3","2","26","13","1","5","5","0","0","0","20","368","18.4","23","16"
